Verified,Review
unverified,boarded time took age get runway due congestion flight smooth quick snack drink good short flight landed ten minute late one bag three left london form quickly filled bag delivered next morning
verified,day flight advised ba cancelled asked u rebook flight hour hour original flight made u take one hour earlier original ticket return flight week later included checked bag arrive heathrow check told ticket doesnt included bag pay pound take explained original ticket bag checked system confirmed one would make effort sort told u pay would remove u flight choice pay thinking pretty easy get refund month email later still seen penny every time ask refund state long waiting get inane email saying department take longer others respond absolutely hopeless airline stuff booking first place even worse customer service even attempt solve problem check even could see mistake made system compounded unable investigate simple claim refund pound month
unverified,traveled lisbon dream vacation cruise portugal spain friend ever get luggage two week cruise two week without change clothes crap machine contacting customer service nightmare never talked real person little effort put getting bag one port ship bag airport airline deliver bag tell friend needed go get airline couldnt bothered take bag airport ship ba say policy get bag within hour joke two week still dont back home u last heard bag lisbon choice fly british airway customer service non existent
verified,booked flight bucharest manchester h layover heathrow flight delayed bucharest at strike arrived heathrow minute later scheduled still enough time catch connecting flight unfortunately stranded plane waited long time disembark plane due lack staff slot shortage common problem ba heathrow missed connecting flight delay told wait night freezing airport first flight next day shameful food voucher joke considering ridiculous price lar accommodation offered sleep cold airport asked compensation sent long text lame excuse sorry compensate anything cant imagine worst airline ba regarding customer care money rather way treat customer last time lifetime flying joke airline
verified,booked online month ago hitch replacement aircraft meaning chosen seat different informed prior departure could amend bag drop man want smooth suspect man fault shuttle boarding slow delayed meaning rush lar flight cut full left less time cabin clean pe expected sufficient leg arm room plus little perk drink complaint seat actually recline far staff good first hour service especially george food quite tasty one option want loaded breakfast also quite tasty landed time fly ointment case arrived late carousel later notice broken likely cut pleasant surprise
verified,flight time crew polite story outward flight find ba europe generally pretty good though regret substituted prosector champagne list drink buy economy many complaint ba airline revolve around lost luggage never check bag even long trip
unverified,angry disappointed unsatisfied route london atlanta suitcase boarded therefore landed comfort safety reason bag always fly passenger happen claim phone call made desk assistant answered question unprofessionally miserably certainly left nothing backpack contained snack neither clothes anything else ever provided apology meanwhile also told bag would delivered next hour also happen british airway great airline fly organization come customer service poor uncertain still waiting bag
verified,infrequent flyer british airway always first choice reassurance comfort service quality luggage allowance et fact give never flown budget airline recent flight changed view cause reflect actually getting money ba flight around hour delayed way cabin ground staff service ok facility lack disappointed flight approve half hour thing offered half cup water poured bite sized banana slice cake fact return journey want even offered water top ba longer medium screen select something pas time away want even obligatory flight journey wife poor couldnt even access shop however fee much available explains ba record profit bn question paying sure opt budget airline transparent offer pay decide choose ba stand basic airway ill go elsewhere get basic cheaper
unverified,totally unremarkable flight time comfortable european configuration go catering due storm effect greatly exaggerated advised email euro provided easy use lounge made loss
verified,ground crew heathrow left passenger luggage bag heathrow ground crew left behind st two received next day heathrow ground crew lost rd bag time phone he course week due spend health beauty item wife cruise british airway said might reimburse month spend cab fare barcelona barcelona ground crew iberia claimed delivered u heathrow ground crew made u minute late arriving back heathrow cruise actually landed minute early incompetent people still ready u heathrow ground crew caused u leave minute late even though passenger boarded ready minute departure time probably mean miss connection anchorage ba clearly care know operate ground baseshameful ba joke embarrassed cant operate like normal airline grasp concept even small hiccup cause mass ripple chaos people
verified,london heathrow gibraltar th october shall start reference booking process used ba website reserve seat food website easy use clear every aspect flight due depart terminal passenger bussed good minute different part airport aircraft stand boarding flight cabincrew kept low profile maintained entire flight captain made brief announcement flight inflight entertainment seat clean comfortable enough short flight lack catering overt tiny bottle water inedible breakfast bar one use online system order even drink course pay passenger next could use online system doe seem work cabin refused sell coffee fault moreover us charge point work either given early hour flight poor show even sale item available trolley service system ba place good enough flight arrived onetime disembarkation inefficient though poorly managed crew seen crew wearing new ba uniform seems reflect downward trend airline candid difference ba service called budget rival route ba monopoly option use service different company
verified,first time flying british airway would hesitate fly economy flight attendant pleasant efficient excellent special meal low sodium comfortable space economy one better flight
unverified,flew london cairo return october basically perfectly good pair flight economy pleasant professional cabin crew especially return journey tall problem legroom back plane seat ok getting little numbing hour return rather good included snack box drink welcome however must said value money poor checked bag return leg nearly ticket although content pas time reading sleeping surprising find inflight entertainment hour flight however overall would still recommend ba would even enthusiastically sensibly priced
unverified,absolutely worst experience ever flew heathrow problem waited hour three extra hour connection port cancelled flight scrambled hotel new flight next day routed u madrid next morning flight hour late missed connection port missed connection fault cancelled return flight two hour phone customer service madrid airport booked u new return flight made pay fly madrid port reason cancelled return flight hour hour hour customer service finally got return flight five day original return flight meanwhile lost wife luggage finally got day lost return flight problem reservation point british airway helpful left onus u fix mistake every turn completely ruined three week vacation dont care wouldnt even let u speak supervisor manager awful bordering passenger abuse
unverified,flew back malta scattering son ash favorite spot boarded aircraft return flight wife became upset member cabin crew noticed immediately spoke wife tried reassure name tracey exceptional crew member noticed spoke traveller courteous manner friendly time passed wife asked would like anything kindness made difficult time easier u aircraft seat comfortable service good he min flight thank ba
unverified,cabin luggage go cargo even said carried medicine time get hand luggage economy seat virgin atlantic kim even ryanair space luckily short flight
verified,using ba average cannot say pretty satisfied ba somehow experience cancellation delay time second inflight service usually weak food portion small cabin crew helpful especially come drink request screen renewed full scratch size especially longer flight entertainment system becomes important also welcome package except pillow small blanket would expect ba flying u anywhere except up would recommend considering airline flying from up directly ba could one choice
verified,flew istanbul london business class half flight child watching ipad loud phone plugged three row front disrupted flight could hear headphone staff thought fine refused tell mom turn acceptable flight especially business class airline turned zoo staff given training customer service child allowed disrupt passenger told staff laughed ba customer service disgrace give even mentioned food bad really bad
unverified,flow ba several time since airline started nonstop service austin to london heathrow every year service get worse brought tape measure see far apart seat economy section i inch ba removed bathroom order squeeze row seat onto aircraft thankfully i big person able squeeze seat without uncomfortable ba first started flying austin food great arrive heathrow get real food take plane dont know make ba food eatable ba direct flight hometown london would fly different airline checked heathrow line extremely long one person checking people took nearly hour get counter understand airline making record profit need make lost revenue pandemic think ba gone far little concern customer service pursuit profit
verified,flight departed hour late due late inbound plane plane full half economy class passenger forced check larger cabin baggage gate boarding making complete mockery hand luggage allowance advertised lot passenger board stressed missing onwards connection due delay miss next gate closed time disembarked heathrow inboard service ok minimal ba gave fullservice airline time ago concerning trying get hold customer service make change booking deal problem nonexistent airline seems make deliberately hard customer contact
verified,hate british airway get london oct next flight cancelled stand line people get fixed tell everyone leave airport call fix book u next david online dont offer voucher hotel miss tour trying get home istanbul plane started loading hour ago explanation may miss next flight never travel problem april flight
verified,ba flight port london heathrow operated funfair using funfair plane crew advised ba shortly booking option change flight preferred although business class cabin similar layout ba club europe i middle seat kept free wife felt seat comfortable legroom slightly better service good board meal tasty chose beef cheek good landed heathrow although passed passport control without delay designated baggage reclaim waited waited hour ten minute went ba baggage counter ask going seemed unaware issue said would find next hour various passenger also requested information despite various announcement list different excuse almost i hour bag finally arrived frustrating say least subsequently complained ba week explanation automated message customer service experiencing exceptionally high volume response say lot
verified,customer service call center et atrocious sometimes callous dont care long wait speak anybody power actually solve anything call cut halfway without resolution anyway flight cancelled original one your really left nobody care inboard service solo short haul semilow cost confusing never know expect time given bottle water small snack whilst anything else paid yet flight apparently reorder additional food confusing make dependable cabin baggage theory generous compared competitor economy asked half passenger flight check cabin baggage gate due lack space overhead cabin leading long boarding delay whole offering hasnt thought well us power supply work throughout flight contrary announcement power available seatbelt sight turned pointless providing socket first place first choice airline route trying use avion point totally abandon fail see deemed star airline
verified,frequent flyer ba last year noted rating given frankly cannot understand ba score three star aspect service nutshell ba placed profit margin passenger appreciation fact hammered home return leg club europe quite alarmingly ba appears place profit passenger safety extending business class seating beyond emergency exit row failing ensure seated exit row physical capacity actually open door incase emergency reassured see elderly slightly built woman seated responsibility opening overawing exit need arisen shorthand business club europe simply joke useful gaining valuable tier point loungepreboarding benefit cabin crew service excellent lack space reduction refreshment choice et place million armies behind competing airline qatar turkish emirate understand true definition customer appreciation hospitality ba consistently eroded value executive club seems impression recent change obtaining avion point booking process benefit passenger really want support ba enjoy flying point started penny pinching became deserving name budget airway attached photo taking recent itinerary highlight difference customer careappreciation british airway another airline used trip flight around hour duration day guess one show ba inflight offering
unverified,flew ba punt cana took trouble reserve seat outbound inbound flight boarding patrick realized moved much less good seat people sitting seat spent lot money reserving apparently change aircraft number passenger automatically reallocated seat particular reason crew said nothing could although course could swapped u couple using seat told claim refund return home via complaint form n ba offered u voucher didnt accept less cost seat also naturally wanted money back eventually got without fight second rate shoddy airline
verified,downgraded business premium economy took three month get back offered pound and difference business class premium economy never fly and difference economy business and owe least pound fair pound downgrade insulting incredibly painful recent cancer operation back injury pointed need lie wait get around numbing insult offer slap face continue degradation people dealt airport earth honest hard working people actual staff plane warm friendly helpful system ba operates sort medieval torture
verified,already delayed aircraft landed apart small ba logo rear fuselage indication carrier really boarding turned farce passenger group told wait one queue order board informed wrong place boarding want allowed yet interior cabin reminiscent ba cabin twenty year earlier except tight legroom uncomfortable seating made budget airline feel luxurious crew ba unknown charter company service slow usual choice food purchase ran they reached row requested cup tea never appeared thank goodness airport purchased water tiny offering pretzel officious senior flight attendant who facilitating club europe appeared economy immediately slammed armrest whilst still mid flight making already uncomfortable journey feel worse cattle class definitely say happy land disembark understatement never ba never
verified,caught patrick cancellation fiasco point smooth check unable online part group travel security flight cancelled denied entry security departure result point discovered ba patrick ba masquerade unable help provide little assistance unless real ba provide information even though baggage inside didnt clue could get back however thanks supervisor business class check came assistance help predicament baggage retrieval information claim revised ba flight lar following evening difficult give rating cabin service didnt even board aircraft
verified,ba real problem boarding flight get first fill luggage bin bag one supposed small seat cabin staff dont bother implementing rule subsequent passenger mill aisle bumping searching space boarding flight took hour result nonsense incoming flight late already minute flight minute late
verified,connecting flight london glasgow canceled forced wait hour airport new flight received luggage glasgow discovered luggage soaking wet wife luggage content wet air dried
verified,worst airline ever flown allocated back row next toilet galley chance getting sleep question asked possible seat movement ignored getting bumped entire time cabin crew walking pushing kart aisle without one apology would better sitting luggage compartment
verified,excellent service level proactive crew superb food beverage found aspect service superior ba business class even new ba club suite first class felt exclusive dedicated crew clearly used working premium cabin enjoying work proactive friendly respectful food beverage offering considerable step business class seat sliding double door spacious well designed comfortable british airway offered solid first class service concorde lounge boarding actually group number change warm genuine welcome boarding consistent solid comfortable service start finish price right would hesitate book first class british airway
unverified,booked special holiday partner september arrived way lovely south france booked business class u start holiday right checking told flight booked seat wouldnt print onto ticket reason already made sure seat booked booked flight nearly year prior going unfortunately arrived gate told would longer sat together one u would fact go economy girlfriend extremely nervous flyer take extra tablet remain calm didnt food are booked also sat right bottom end flight held gate another couple predicament due lovely money grabbing british airway booking flight ended refusing passenger end even people sat fold chair toilet area eventually arrived france late waiting luggage come airbags stated case fact still heathrow wait day eventually come france point holiday ruined british airway absolutely shocking couldnt speak anyone phone number longer use felt stranded foreign country clothes one help use next every day watched case moved tracking air tag frustrating able plan day hope would get call drive way back air port hour way collect case ended going buying new clothes toiletry stuff make best ruined holiday saving receipt thinking would able claim back wrong british airway take zero responsibility fob going insurance british airway pay basic essential pant toothpaste filed complaint got back requested money back business class havent even decency even respond absolute joke company wish would remove british name nothing british give money cant even look staff let alone customer oh dont bother trying cancel flight either take money give nothing back
unverified,returned chicago flew day ago american airline absolutely superb every way high expectation return flight what disappointmentthe airbus may nice pilot perspective passenger awfuller uncomfortable seat inflight entertainment flight tracker failed work throughout flight inflight meal inedible service mediocre best short flight heathrow manchester much improved welcoming attentive flight staff flight even arrived early future travel one american carrier
verified,ba standard continue decline every time fly time min late departure seems norm ba information rude clueless boarding gate staff club lounge overcrowded dirty grubby cleaning staff could cope many cutback ba going apply become truly low cost year veteran user ba people complained alex cruz cutting cost past year seen decline quickly latest ce one read occasional article ba improving thing yet see anything substantive seem british staff left amongst cabin crew maybe time name change give flag carrier status proper lowest sadly staff service declined year year inboard catering remains poor surprised dock produce rubbish meal sampled turkish airline equivalent august superb guessing ba tight budget inboard wife service joke avoided
unverified,awful business class check queue long economy probably half desk staffed terminal chaotic business lounge overfull couldnt get seat delayed flight managed chaos gate drink boarding first drink served hour takeoff meal poor used get better economy airline british airway race bottom cheapskate stake looking forward flight home
verified,reliable airline cannot trust timing flight boarding time sitting plane already hour expected departure still clear discovered engine working risking late business meeting geneva come bring working plane gate funny thing another business trip spring also ba amsterdam arrived airport time told dont seat put next flight several hour get business meeting late still much lot stress end second plane sitting cabin hour missed meeting thought dramatic unlucky case time today see routine ba fly time
verified,take comfort reading last ten review see i traveller put word absolutely abysmal british airway reason stuck using awful airline use point booked club europe month ago london athens sat row told run food option choice lentil pie green curry returning athens london club europe couldnt check online promised arrived airport he early told overbooked flight basically bumped economy airline fails deliver time time national disgrace implore everyone choose alternative
verified,worst journey life connection time lar hour flight map delay rush change terminal train arrived risking heart attack plane stayed another minute despite upon arrival sec baggage lost filled form gave employee given receipt reference number ba phone number sec simply never answer called twice toll free number realized record delivery address enter online dealing shitty website delivered baggage three day later claimed compensation online buy clothes stuff never get receipt expecting upgrade flight back map nothing happened neither allowed enter ba lounge sec bad customer service positive side price obviously cannot justify treatment knew would never flown ba never
verified,airplane lounge worn old broken dallas heathrow multiple first class seating electronics non functional poorly designed first class seating heathrow dubrovnik nothing tray blocking middle seat standard coach ticket disappointed
verified,one worst experience worst airline flight delayed due earlier technical issue time slipped finally cancelled zero information given despite paying well odds business class booted ba lounge two hour flight finally cancelled ba staff without explanation told everyone go gate another hour made u enter up via passport control minute wait airport closing sign bag help ba passing patrick engineer finally helped u locate bag ba completely washed hand u contravention can rule refused find u accommodation many slept bus stop overnight people young child couldnt find somewhere stay yet ba closed left following day replacement flight also late due admit mistake catering liquid he flight overall service shockingly bad worst experienced airline ever use
verified,cancelled flight lastminute moved u onto flight day later operated japan airline paid lot extra extra legroom seat tall assigned middle seat deep middle plane operated different airline booked ba neither ba airline could change seat phone despite seat available hour waiting queue sitting hold solution arrive early airport seat already given away free people booked directly airline could check online got meal voucher compensation enormous downgrade hour flight never fly ba would rather fly indirect better airline use disgrace airline
verified,flight miami florida dublin ireland via london heathrow airport outbound flight miami delayed delayed gate occupied arrived heathrow total delay roughly hour enough make connection challenge minute original arrival time departure time dublin headed connection flight stopped security personnel checkpoint told u gate connection flight already closed twenty minute prior departure time ushered u customer service rebooted given busy weekend travel rebooted flight different airport told cost get would reimbursed waited hour luggage took cab london city airport cab fare roughly filed claim british airway refused claim told plenty time make connecting flight therefore denied claim reimbursed cab fare explained british airway employee ushered u rebook flight despite minute timeframe make connecting flight person rebooted u told u policy close gate minute prior departure never fly awful airline given feedback site appears overwhelming sentiment
verified,started day ba prague flight actually left time came find that unusual purchased business class seat see picture hardly business class block middle seat first row called business class horrible flight addition really rude rude check clerk basically yell excused asked could give little bit priority many business class passenger werent served got heathrow real fun began hour delay gave u different excuse delay employee walk away asking question rude one point employee left announcement seems virtually every ba flight delayed weather issue place comfortably store item business class give never experienced even cup holder bottle water seat control didnt work well keep pushing button get anything power outlet didnt work internet entire flight overhead luggage bin heavy almost got hernia close horrible airline ill never fly could give zero star would
verified,fly british airway weekly want route there option therefore frankly dont care customer flight always delayed always someone else fault weather delay incoming aircraft flight traffic control issue give heard life cannot understand allowed operate give around world traveled world airline british airway really worst worst shame watched used good company fall cliff advice option fly anyone else exercise option your flying different connection tight schedule expect ba get destination time
unverified,everything ok connecting flight london take runway pilot came announce engine problem engineer tried fix waited plane hour finally told would evacuated rebooted another flight worry special crew waiting u ground help u set u hotel except one help u fact everyone refused help u saturday almost pm wanted go home anyone connecting flight couldnt rebook application ape wouldnt disassociate first flight connecting one london staff saw still refused help u gave u phone number message said use ape finally got someone phone rebooted u next day pm find hotel room airline refused also help u choice either sleep airport pay gap room dont money pay hour flight hour jet lag insane stress fact one british airway would help u took room course claimed reimbursement week ago havent heard anything since idea much ill reimbursed even though i claiming emotional compensation horrible situation put due total indifference financially difficult right money put equal half salary course impossible reach phone feel still august completely trapped indifference solution information
unverified,initial flight cancelled hour prior flight automatically rescheduled next day next day flight delayed leaving hamburg missed connecting flight la vega several passenger spent night london british airway provided u voucher transfer bus dropped u wrong hotel closest hotel told u walk want result lost two night hotel reservation made la vega opened claim provided receipt british airway get refund hotel reservation week single feedback british airway avoid flight future share story
unverified,never fly british airway flight july lar lax cancelled hour departure without explanation since week waiting refund ba pay u cost caused cancellation disappointing
verified,check security clearance quick lar wife used gallery north lounge easy get seat good buffet breakfast option flight boarded time flight departed time seated club europe seat seem getting smaller legroom it tight cabin crew service fine chose full english breakfast ok lot water bottom bowl flight landed time overall ok flight club europe doesnt feel premium day
unverified,british airway confirmed worst airline up last minute cancellation explanation refusal book another airline dont arrangement whats happened used national airline
verified,worst ba experience supposed fly italy september arrived mambo international airport ready check bag already checked online previous evening boarding pas ready counter told offloaded flight connecting flight cancelled information sent regarding beforehand team checking counter tried get another flight evening flight available manage get another flight following evening lufthansa italy via frankfurt however miss first part trip arrived day half later supposed upon moving flight ask ba staff whether flight back still valid everything order assured correct fly back south africa september upon checking booking information noticed ba account first flight milan london missing booking connecting london johannesburg still spending entire morning customer helpline two different operator picked instance moment proceed give booking reference number call get dropped currently seems like arriving airport monday without flight
verified,daughter denied boarding business class flight madrid heathrow march first leg return flight victoria canada reason given denied boarding check staff british airway counter madrid said agent told u call british airway three hour early flight valid passport many try finally reached british airway phone told call expedite booked flight expedite confirmed bumped flight explanation expedite began long process finding alternative flight next hour numerous call expedite british airway incredibly next available flight day later april almost unbelievable many many try best could even though business class ticket part problem apparently rule allow change routing segment flight nine day delay major problem u miss work daughter missing school received compensation british airway penalty fee reimbursement expense staying nine extra day return began british airway online complaint process submitted supporting document received email reply case reference number nothing sent numerous follow email received reply month later still heard british airway shocking definitely worst airline service received thousand flight many decade patient person first time commented type forum think public made aware extremely poor customer service british airway
verified,despite boarding usual free lar group called board whilst passenger agreed check bag gate getting board anyone else however service board impeccable superb crew friendly attentive interacting passenger generally appearing enjoying job like ba old day best food choice quality seems improved beef cheek thankfully even club kitchen appears returned old style club seating least better feel less cramped
unverified,flight cancelled crew th september peak holiday period bad management ba sent gate left standing hour flight cancelled day ba continue provide poor service national disgrace
unverified,worst service ever baggage arrive time flight delayed never fly even food bad service
verified,flight booked holiday delayed hour wife available flight food drink basic expensive cannot recommend
verified,british airway total lack respect customer booked fly frankfurt main london city airport couple hour scheduled departure flight suddenly cancelled ba without explanation already airport worst thing utter callousness staff showed towards customer ground staff attitude merely third party agent ba employee therefore quickly washed hand u telling u contact ba directly via phone wanted help couldnt even provide u phone number telling u look bacon ba abandoned passenger tell u ba departure heathrow also cancelled meaning would ba flight frankfurt london day although airline still operating route ba refused rebook u reason given cancellation technical reason assistance information provided right due cancellation information help regarding food accommodation help et attitude literally cancellation nothing problem received email hour later notifying automatically rebooted alternative flight hour later want acceptable get back london night rang ba call center showed high degree callousness balfour call spent waiting hold phone cutting half hour meaningful information given point attempt call operator call back line cut solid phone signal wife still standing terminal frankfurt main airport even though phone number listed booking contact detail dont care end arrange return london taking coach hand airport am away waiting hour booking expensive last minute ticket ryanair started least flight operated time got back london ba worse low cost carrier
verified,london heathrow keflavik iceland business class british airway provides unusual business class experience intraeurope flight seating similar airline middle seat vacant little extra space british airway business class cabin extends almost half aircraft make less premium experience every step boarding inboard wife worked half flight refund worked surprisingly fast service flight good got keflavik time
verified,mumbai london heathrow business class ageing b aircraft featured older club world flatbed seat comfortable enough storage space around cubicle monitor screen among larger one give seen airplane ba new club suite said far superior competing best class rival entire business class cabin washroom want issue flight since premier section want full capacity wife board fast enough even send video via messaging apes service inboard competent staff lacked warmth food alright biggest plus flight get bombay pm afternoon instead ungodly early morning hour international flight take india airport experience far pleasant time summary british airway provides good spectacular business class product
verified,care support shocking written previously loyal ba traveller lie misleading unprofessional service told flight cancelled booked next available flight downgraded cabin business premium economy called ask told technical fault original flight suspicion another reason airport check staff said enough crew staff original flight earlier day take money allow book flight would allowed get work doctor first place trust organization look flying customer
verified,flying business class pleasure ba made disaster worst seating configuration imaginable could sane person could jam many seat limited space expect passenger happy seat narrower economy airline must face another person plastic screen raised to screen size medium sized tablet control behind head sitting position put anything except one small pull draw ground level reached seated accessed sleeping window seat middle seat accessed jump passenger aisle seat seat low hard elderly get whole business class set sick joke eating difficult seat close enough table table flimsy drink fall redeeming feature answer like little comfort avoid ba like plague
verified,british airway absolutely care reserved seat change aisle center seat overnight full flight quite awful enquiring lax check agent said sorry nothing inboard flight attendant seemed try finish meal service racing speed meal tray passed proper question choice back clearing tray disappeared rest kitchen hour water run need anything bother call bell simply ignore used like travelling british airway year ago bean counter lowered close lowest carrier guess staff badly paid terrible attitude service last trip london delta much better poor excuse airline british air become
verified,recent experience british airway horrendous utter abdication responsibility part arrived jfk ready flight malaga find cancelled zero notice draining hour altercation finally placed different flight nightmare continued landed malaga sans luggage containing essential son wedding thirty agonizing hour later bag showed but branded ipad special watch nephew missing item werent merely valuable emotional significance made loss even gutwrenching you think reputable airline would make amends error despite clear mishandling baggage team refused offer reimbursement even modest amount airline credit customer service ineffective also astonishingly callous response essence fault trusting u belonging isnt poor customer service complete disregard basic human decency responsibility british airway numerous opportunity right wrong chose respect time belonging emotional welling avoid british airway cost fail deliver promise also refuse make amends err leaving customer bear brunt incompetence
verified,express displeasure concern regarding flight italy trip effectively ruined failure luggage arrive u coupled length time took eventually reach u day departure date june flight ba chicago london june rebooted ba ba london rome flight late arrival rome wife forced walk checking desk reservation wheelchair assist plane never transferred ba told cabin crew reservation transport also checked baggage failed make ba rebooted flight london rome ba took day deliver bag day deliver wife called ba baggage claim service daily frequently cut waiting hold hour apple air tag bag sent picture showing exact location ba baggage claim several time day ba stated found wife bag needed verify ownership bag described bright pink easily visible tag bright pink bow taking day deliver inexcusable return date july ba rome london ba london chicago flight late arrived chicago hour late missing ground transportation home michigan hour away find hotel stay overnight near chicago july filed expense replacement lost clothing toiletry also food purchased heathrow due flight delay overnight hotel charge chicago week went online asking followup case response ba retiree fixed income cannot fund ba error honestly say time able reach human courteous attempted help appeared loss
verified,flew london malaga august club europe stood around gate b terminal hour staff giving different reason delay late inbound aircraft et plane boarded sitting hour boarding captain stated changed plane would meal served club europe received one small packet crisp throughout flight effort apologize smelt hot meal pilot heated saw served club europe meal tray cabin crew also warmed pastry quick use air freshener front galley customer received zilch ba sent email following morning say sorry nothing else complete utter rip airline already cutting back many thing paid full business class fare receive part inboard meal service expect email sufficient avoid ba option nowadays worst europe
verified,arrived airport hour takeoff time get checked go security et went without issue relatively early gate one first passenger time boarding opened first business class got called family child disabled people couple minute boarding started call people one one name announcement wont let anyone anymore fifty people still standing gate let reason said plane short staffed later discovered speaking manager flight short staffed also overbooked announcement people getting angry wouldnt let anymore nothing changed everyone sent away connecting flight later day going miss let plane first tried get luggage back didnt receive immediately got hold later thanks airport personnel like everyone going fly plane wanted talk someone british airway since dont service center frankfurt airport everyone went checking counter received food voucher single person either able rebook anyone flight get anyone refunded staff said going receive email couple hour option rebook flight get refund waited four hour email airport come today trying call airline help either answer phone hung middle conversation four hour waiting email people flight went back checking counter get confirmation receive refund new shift personal know happened scanned passport looked flight found system dying fault could attend flight looked like missed everyone standing exactly people counter said could anything later able speak manager many phone call said going take care supposed get email point future able get written confirmation get refunded even several time asking already flew lot time life never ever thing happened many people let plane also customer service horrible able rebook confirm refund way end option get destination would book last minute flight lot money would know ever got backed
verified,filthy plane cabin staff ok appalling customer service staff couldnt care less dealing complaint paid extra club europebusiness class food poor gave wipe clean seat area split could accommodate family really expect pay extra service cancelling booking ba even mean lose deposit
verified,chaos terminal ba cancellation delay staff give different reason depending ask answer lie sadly ba airport standard worse ever long past able use bovid excuse short haul club europe trip expect little ba barely even provide cutback bovid permanent find alternative carrier route choose rather ba sadly route ba monopoly
unverified,ba cancelled flight could book u onto flight next day spend k expense get u back another airline month later still waiting reimbursement response written complaint even call center staff tell head office taken telephone number email department deal even cannot escalate inquire utterly useless
verified,way heathrow airport merely half hour scheduled departure received sm stating flight johannesburg canceled reason given put flight one day later choice offered already airport proceeded check ask caused cancellation apparently pilot sick nobody available standby could business class checking desk assistant unsympathetic told u could check bag following day found someone else told u could check he prior departure waited airport hour checked went back home offered refund told claim extra expense incurred train change fee connecting flight zimbabwe loss one night stay expensive safari lodge et offered anything snooty unprofessional uncaring disorganized lack service avoid british airway find better cheaper option
verified,nice flight good crew good seat food would expect aircraft new style business class seatssuite actual plane new since word part seat broken missing however seat still sat well worked seat also long enough really lay get sleep video system worked great plenty content headphone however cheap didnt feel work particular good layout lot business class seat lot sat forward cabin enter aircraft turn left cabin quieter part aircraft crew nice entire time need want might one draw back seat traveling couple middle divider didnt open enough really feel like mate traveling together lar crowded expansive good lounge visit completely time flight
verified,month passed still wasting time ba team sharing document flight delhi london got delayed december missed connecting flight london heathrow vancouver ba put u flight hour reaching vancouver told baggage lost horrible experience customer relation person even look detail already shared december january april july
verified,june flight cancelled within three hour departure given rebooting next day lost suitcase arrived three day later today th august happened offer rebooting two day trying post claim website doesnt work never ba
verified,ground cabin crew always provide good customer service come catering club class reduced economy flight ba ravioli pasta dried along edge slice camembert dried bother serving bread roll white olive bread dry wonder whether anyone ba monitor club class become economy get cry baby noisy child club class glorified soulless bus trip without britishness
verified,family flew washington london british airway able secure seat upper deck pretty hefty fee flight unfortunately delayed he causing u miss connection patrick turin making lounge open time got airport inboard sat window seat nice luggage bin convenient stuff flight entertainment system didnt work well touchscreen disabled controller quite glitchy hard use could use updating food dinner decent pasta tomato sauce tasted good airline standard seat pretty comfortable flight smooth missed connection stuck behind security he waiting escort rebooted u flight heathrow milan next day gave u free bus ticket heathrow gave u free hotel room gave u dinner breakfast voucher great customer service
verified,easy check gallery south north lounge packed able get seat didnt stay long b gate lounge much quieter flight boarded smoothly time upper deck old club world seating beginning age little however like large toilet aircraft type cabin crew fantastic one family teach issue seat entertainment system crew worked hard though sadly without success food drink option good entertainment good overall enjoyable flight
unverified,flight delayed hour happens biggie u change gate airport never happened guess ok gate agent asked u check bag telling would prefer anyway second gate agent reassigned seat exit row regular huge squeeze travel bud
unverified,staff rude trained properly exception made child elderly people price ticket expensive given distance service extremely extremely poor
